  1.000000e+01   5.993649e+05   1.078468e+04
  1.059254e+01   5.993381e+05   1.142313e+04
  1.122018e+01   5.993080e+05   1.209930e+04
  1.188502e+01   5.992742e+05   1.281541e+04
  1.258925e+01   5.992364e+05   1.357380e+04
  1.333521e+01   5.991939e+05   1.437694e+04
  1.412538e+01   5.991462e+05   1.522744e+04
  1.496236e+01   5.990928e+05   1.612809e+04
  1.584893e+01   5.990328e+05   1.708179e+04
  1.678804e+01   5.989654e+05   1.809164e+04
  1.778279e+01   5.988899e+05   1.916089e+04
  1.883649e+01   5.988052e+05   2.029298e+04
  1.995262e+01   5.987103e+05   2.149154e+04
  2.113489e+01   5.986038e+05   2.276039e+04
  2.238721e+01   5.984843e+05   2.410356e+04
  2.371374e+01   5.983503e+05   2.552528e+04
  2.511886e+01   5.982001e+05   2.703003e+04
  2.660725e+01   5.980316e+05   2.862249e+04
  2.818383e+01   5.978427e+05   3.030759e+04
  2.985383e+01   5.976309e+05   3.209049e+04
  3.162278e+01   5.973935e+05   3.397661e+04
  3.349654e+01   5.971273e+05   3.597161e+04
  3.548134e+01   5.968291e+05   3.808141e+04
  3.758374e+01   5.964948e+05   4.031217e+04
  3.981072e+01   5.961202e+05   4.267031e+04
  4.216965e+01   5.957006e+05   4.516248e+04
  4.466836e+01   5.952305e+05   4.779557e+04
  4.731512e+01   5.947041e+05   5.057668e+04
  5.011872e+01   5.941148e+05   5.351311e+04
  5.308844e+01   5.934551e+05   5.661231e+04
  5.623413e+01   5.927169e+05   5.988188e+04
  5.956622e+01   5.918911e+05   6.332947e+04
  6.309573e+01   5.909678e+05   6.696278e+04
  6.683439e+01   5.899356e+05   7.078945e+04
  7.079458e+01   5.887824e+05   7.481696e+04
  7.498942e+01   5.874946e+05   7.905258e+04
  7.943282e+01   5.860573e+05   8.350316e+04
  8.413951e+01   5.844542e+05   8.817509e+04
  8.912509e+01   5.826674e+05   9.307399e+04
  9.440609e+01   5.806774e+05   9.820462e+04
  1.000000e+02   5.784629e+05   1.035706e+05
  1.059254e+02   5.760013e+05   1.091741e+05
  1.122018e+02   5.732678e+05   1.150156e+05
  1.188502e+02   5.702358e+05   1.210935e+05
  1.258925e+02   5.668775e+05   1.274038e+05
  1.333521e+02   5.631631e+05   1.339395e+05
  1.412538e+02   5.590615e+05   1.406907e+05
  1.496236e+02   5.545405e+05   1.476433e+05
  1.584893e+02   5.495672e+05   1.547791e+05
  1.678804e+02   5.441081e+05   1.620755e+05
  1.778279e+02   5.381302e+05   1.695043e+05
  1.883649e+02   5.316012e+05   1.770321e+05
  1.995262e+02   5.244909e+05   1.846195e+05
  2.113489e+02   5.167714e+05   1.922212e+05
  2.238721e+02   5.084188e+05   1.997857e+05
  2.371374e+02   4.994143e+05   2.072554e+05
  2.511886e+02   4.897452e+05   2.145675e+05
  2.660725e+02   4.794064e+05   2.216539e+05
  2.818383e+02   4.684013e+05   2.284427e+05
  2.985383e+02   4.567434e+05   2.348591e+05
  3.162278e+02   4.444567e+05   2.408272e+05
  3.349655e+02   4.315768e+05   2.462717e+05
  3.548134e+02   4.181509e+05   2.511197e+05
  3.758374e+02   4.042378e+05   2.553032e+05
  3.981072e+02   3.899073e+05   2.587612e+05
  4.216965e+02   3.752392e+05   2.614417e+05
  4.466836e+02   3.603213e+05   2.633036e+05
  4.731512e+02   3.452481e+05   2.643184e+05
  5.011872e+02   3.301179e+05   2.644713e+05
  5.308845e+02   3.150306e+05   2.637618e+05
  5.623413e+02   3.000848e+05   2.622034e+05
  5.956622e+02   2.853755e+05   2.598237e+05
  6.309573e+02   2.709916e+05   2.566628e+05
  6.683439e+02   2.570137e+05   2.527721e+05
  7.079458e+02   2.435130e+05   2.482122e+05
  7.498942e+02   2.305495e+05   2.430512e+05
  7.943282e+02   2.181718e+05   2.373619e+05
  8.413951e+02   2.064167e+05   2.312202e+05
  8.912509e+02   1.953095e+05   2.247027e+05
  9.440609e+02   1.848647e+05   2.178852e+05
  1.000000e+03   1.750867e+05   2.108407e+05
  1.059254e+03   1.659711e+05   2.036385e+05
  1.122018e+03   1.575057e+05   1.963431e+05
  1.188502e+03   1.496719e+05   1.890133e+05
  1.258925e+03   1.424459e+05   1.817022e+05
  1.333521e+03   1.358001e+05   1.744567e+05
  1.412538e+03   1.297036e+05   1.673178e+05
  1.496236e+03   1.241238e+05   1.603205e+05
  1.584893e+03   1.190271e+05   1.534942e+05
  1.678804e+03   1.143792e+05   1.468632e+05
  1.778279e+03   1.101463e+05   1.404470e+05
  1.883649e+03   1.062949e+05   1.342610e+05
  1.995262e+03   1.027929e+05   1.283164e+05
  2.113489e+03   9.960918e+04   1.226213e+05
  2.238721e+03   9.671414e+04   1.171809e+05
  2.371374e+03   9.407977e+04   1.119977e+05
  2.511886e+03   9.167962e+04   1.070720e+05
  2.660725e+03   8.948889e+04   1.024025e+05
  2.818383e+03   8.748434e+04   9.798617e+04
  2.985383e+03   8.564430e+04   9.381873e+04
  3.162278e+03   8.394855e+04   8.989480e+04
  3.349654e+03   8.237826e+04   8.620813e+04
  3.548134e+03   8.091594e+04   8.275171e+04
  3.758374e+03   7.954530e+04   7.951788e+04
  3.981072e+03   7.825123e+04   7.649845e+04
  4.216965e+03   7.701968e+04   7.368477e+04
  4.466836e+03   7.583761e+04   7.106776e+04
  4.731513e+03   7.469295e+04   6.863797e+04
  5.011873e+03   7.357459e+04   6.638559e+04
  5.308844e+03   7.247227e+04   6.430046e+04
  5.623413e+03   7.137668e+04   6.237212e+04
  5.956622e+03   7.027943e+04   6.058980e+04
